gene_name,Model1_count,Model2_count,Model3_count,Positive1_count,Positive2_count,Positive3_count
Mup-ps28,0,0,0,0,0,0
Vmn1r-ps114,0,0,0,0,0,0
Gm14957,0,1,3,1,2,2
RP23-49L8.5,0,1,0,1,0,0
Gm28687,0,0,0,0,0,0
Gm21996,0,0,0,0,0,0
RP23-472G22.2,0,0,0,0,0,0
Gm29612,0,0,0,0,0,0
Gm29243,0,1,3,1,3,0
RP23-120I17.3,0,0,0,0,0,0
1700129L04Rik,0,0,0,0,0,0
Gm26773,4,11,6,29,25,26
Olfr1245,1,0,0,0,1,0
A230077H06Rik,0,0,0,0,0,0
Gm10130,6,8,8,7,5,6
Gm21876,0,0,0,0,0,0
Olfr382,0,0,0,0,0,0
Hist1h2bf,1340,579,1060,159,798,130
Gm8024,0,0,0,0,0,0
Rem2,3,5,4,2,1,5
Haus4,361,224,481,140,193,134
Gm28647,0,0,0,0,0,0
Gm28258,0,0,0,0,0,0
Pik3c2a,2053,2432,1713,2583,2868,2316
Lcp2,2033,1630,2268,2034,2729,1874
Gm28731,1,1,2,6,4,4
Gm28869,28,0,17,0,18,8
Gm28314,0,0,0,0,0,0
4732491K20Rik,8,7,17,4,3,3
Gm29118,0,0,0,0,0,0
1700049E22Rik,0,0,0,0,0,0
Gm16793,4,0,0,0,0,1
Gm17106,0,0,0,0,0,0
Gm10945,0,0,0,0,0,0
Vmn1r-ps6,0,0,0,0,0,0
Gm42904,0,0,0,0,0,0
2310001H17Rik,1045,2075,821,1335,2565,1248
C330024D21Rik,0,0,0,0,0,0
Gm42557,0,0,0,0,0,0
Gm10944,0,0,0,0,0,0
Ercc6,1187,871,1214,1139,1159,913
Nrip2,0,1,0,3,4,0
Gm42788,0,0,0,0,0,0
Olfr309,0,0,0,0,0,0
Klhl17,406,321,429,409,334,298
Gtf2h4,180,105,200,52,50,41
A930004D18Rik,1,2,2,1,0,4
Gm17631,0,0,0,0,0,0
Gm17198,0,0,0,0,0,0
Esp6,0,0,0,0,0,0
Gm17163,0,0,0,0,0,0
Vmn2r4,0,0,0,0,0,0
Vmn2r85,0,0,0,0,0,0
4933407E24Rik,0,0,0,0,0,0
Gm28827,0,0,0,0,0,0
AC165294.3,0,0,0,0,0,0
1700105P06Rik,3,4,3,1,2,1
Gm11757,0,0,0,0,0,0
Fam181a,0,0,0,0,0,0
Gm29223,0,0,0,0,0,0
Gm28098,0,0,0,0,0,0
Gm29202,0,0,0,0,0,0
Gm11084,10,12,8,19,16,15
Gm42514,75,78,70,95,76,72
2310009B15Rik,60,25,46,35,36,27
Ceacam-ps1,0,0,0,0,0,0
Mycn,31,12,33,13,13,8
Ttbk1,0,0,0,2,6,0
Spaca5,0,0,0,0,0,0
Zfp318,508,319,295,318,292,227
Mgarp,0,0,0,0,1,0
Slc22a7,0,0,0,0,0,0
Gata5,0,0,0,0,0,0
Polr1c,409,319,366,150,125,122
Jchain,50,57,15,17,7,8
Lrp11,11,10,18,11,5,0
1700021F05Rik,60,61,71,45,55,35
Stxbp5,3407,3612,5562,4319,5485,4149
Hint3,98,113,105,122,145,109
Trmt11,331,301,241,291,226,189
Rnf39,0,0,0,0,0,0
Vsig10,44,29,50,52,69,59
Olfr872,0,0,0,0,0,0
Olfr18,3,2,0,0,0,0
Fbxl12,197,123,137,110,95,151
Loxl3,79,51,39,64,60,40
Hoxb6,0,0,0,4,3,0
Olfr870,0,0,0,0,0,0
Gm26831,0,0,0,2,0,0
Gm26832,0,0,0,0,0,0
Gm17399,15,8,6,8,7,6
9230116N13Rik,63,53,61,35,41,43
5330416C01Rik,3,4,2,0,0,0
Gm26744,0,0,0,0,0,0
Fam73a,1523,1392,1784,868,1024,741
4933408J17Rik,0,0,0,0,0,2
Gm10814,9,12,6,18,12,17
D630044L22Rik,0,0,0,0,3,0
Pum3,1196,1010,1434,528,598,499
Myzap,26,24,24,18,23,9
Shtn1,581,599,377,116,181,120
Slc13a2os,0,0,0,0,0,0
Dazap2,3730,2607,4177,1526,2235,1404
Dbt,668,622,937,339,461,388
Vmn2r63,0,0,0,0,0,0
Gm21999,0,0,0,0,0,0
RP23-200M5.8,0,0,0,0,0,0
RP24-472K15.1,0,0,1,0,0,0
Spink6,0,0,0,0,0,0
RP23-259J8.9,1,0,0,0,0,0
RP23-92M3.4,3,6,0,3,0,0
RP23-93A21.1,0,0,0,1,0,0
RP23-446E21.5,0,0,0,0,0,0
RP23-114E15.18,43,38,73,57,52,46
Gm29420,0,0,0,0,0,0
Gm9671,0,0,0,0,0,0
Olfr721-ps1,0,0,0,0,0,0
Gm20828,0,0,0,0,0,0
AC123873.3,0,0,0,0,0,0
Vmn2r108,0,0,0,0,0,0
Igkv1-115,0,0,0,0,0,0
Cox16,616,580,554,577,544,505
Tmem42,18,20,38,18,25,21
Ipo7,7824,7103,6370,4108,4401,3639
Pomgnt2,97,52,135,40,31,31
Klhl1,0,0,0,0,0,0
Rhobtb2,610,494,864,373,513,307
Tnfrsf10b,57,62,106,40,57,30
Olfr519,0,0,0,0,0,0
Sobp,3,8,2,2,0,1
Fam50b,0,0,0,0,0,0
Mical2,195,115,185,185,237,113
Aox4,3,0,4,0,0,0
Cep250,1331,1323,1541,1460,1389,1220
Pdss2,250,256,282,330,298,267
Gm21991,0,0,0,0,0,0
Defb21,0,0,0,0,0,0
Wnt3a,0,0,0,0,0,0
Gm14027,5,9,3,7,2,3
1700028J19Rik,9,2,6,4,2,1
Gm37833,60,50,31,67,55,69
Atad1,2241,2347,1926,1752,2068,1642
Pten,9068,8457,9953,10138,11766,9627
Stap2,21,54,32,45,90,28
4933402N03Rik,0,0,0,0,0,0
Kdsr,1001,1022,857,576,755,527
Prdm2,1960,1664,2336,2216,2580,1778
Snapc4,429,395,460,320,325,260
Npvf,0,0,0,0,0,0
Gm10428,0,0,0,0,0,0
Pax7,0,0,0,0,0,0
Aldh4a1,599,403,755,294,410,249
Cfap57,1,5,10,12,16,12
5830405F06Rik,2,0,0,0,0,1
Tas1r2,0,0,0,0,1,0
Gm38054,0,0,0,0,0,0
Gm38055,162,129,80,95,95,85
4930429P21Rik,0,0,0,0,0,0
Gm38056,81,42,34,83,51,35
Gm26930,251,194,148,208,140,152
Gm38057,185,141,104,183,165,131
Gm38058,5,1,0,3,0,2
Gm3952,0,0,0,3,0,0
Klf13,7373,5019,7824,3360,4858,3142
Gm38059,46,49,43,37,52,32
Wnk2,48,10,8,15,2,1
Chd1,3989,3458,5030,3160,3933,2869
Gm9725,0,3,0,0,0,0
Neurod6,0,0,0,0,0,0
Ythdc1,2682,2556,2334,3003,3197,2687
Misp,8,1,8,7,4,3
Fmo5,398,662,798,827,1350,883
Chd1l,732,497,864,451,545,405
Lrba,1651,1357,1641,1401,1555,1124
Rps3a1,12812,12301,11846,8058,8549,7187
Sh3d19,451,281,565,284,409,216
Gatb,280,228,285,111,153,115
Fbxw7,638,482,595,565,589,485
Nrn1,2,0,0,1,0,0
Itga9,62,84,79,90,53,69
Adgrg6,55,25,14,25,38,27
Taf4a,955,683,1258,881,1066,702
Mycbpap,6,0,3,3,1,1
Kctd6,127,103,125,129,99,103
Acox2,1,7,8,2,17,1
Fam107a,7,3,4,0,0,2
Olfr1447,0,0,0,0,0,0
Il6st,6477,2649,5187,2516,2232,1811
2610008E11Rik,795,707,441,455,406,373
Map3k1,3296,2068,3162,1629,1829,1575
Ppap2a,32,37,19,12,18,6
Ddx4,0,0,0,6,0,0
Gm10322,0,0,0,2,1,0
Zfp65,378,406,327,327,262,282
2200002J24Rik,0,0,0,0,5,0
Etv5,67,36,44,51,31,36
Gm43143,195,222,194,149,133,157
Gm43824,0,0,0,0,0,0
Gm43046,0,0,0,0,0,0
Phgdh,1097,651,1167,259,268,171
Adamts18,2,0,0,0,0,1
Gm43349,0,0,0,0,0,0
Cacng8,1,4,10,1,3,0
Zfp952,257,249,204,221,191,192
Olfr211,0,0,0,0,0,0
Hnrnpa1l2-ps,42,18,31,27,19,21
Gm16201,21,10,16,41,32,33
Gm15816,0,0,0,0,0,0
Gm17029,0,0,0,0,0,0
Gm15222,0,0,0,0,0,0
Tspan2os,1,0,0,0,0,0
Gm12037,0,0,1,0,0,0
Gm13261,0,0,0,0,0,0
Cd59b,9,8,0,1,0,1
Elfn1,0,0,0,0,0,0
Gphb5,1,0,0,0,0,0
Krt31,0,0,0,0,0,0
Traj41,1,0,0,1,0,0
Traj42,0,0,0,0,0,2
Cntn2,0,0,0,0,0,0
Sv2b,0,0,1,0,0,1
Traj48,0,0,0,0,0,0
Traj49,1,0,0,0,0,0
Traj50,0,0,0,0,0,0
Traj51,0,1,0,0,0,0
Traj43,0,0,0,0,0,0
Traj44,0,0,0,0,0,0
Traj45,0,1,0,0,0,0
Traj46,0,0,0,0,0,0
Rnft2,7,5,7,5,4,6
Rspo4,0,0,0,0,0,0
2410089E03Rik,795,628,610,778,793,658
Ugt8a,42,40,50,124,85,88
Pkd1,1607,881,1328,774,746,558
Ncoa5,867,554,553,352,349,371
Gabbr2,1,0,1,0,2,0
Glp1r,0,0,0,1,2,2
Vmn2r-ps64,0,0,0,0,0,0
Vmn2r-ps72,0,0,0,0,0,0
Gpr101,0,0,0,0,0,0
Tmed7,4214,3444,4357,3791,3976,3423
Gm10135,0,0,0,0,0,0
Mzt1,1081,901,1004,735,966,694
P2ry12,70,125,128,101,73,88
Ubac1,248,176,207,118,151,116
Slc22a21,70,41,36,27,17,13
Kbtbd12,8,13,2,13,3,0
Sar1a,1411,1060,1432,737,935,677
Ppa1,452,254,601,158,199,99
Itgb5,361,163,388,145,141,101
Fstl1,345,152,135,198,130,153
Zfp148,3246,2886,3107,2944,3182,2924
Zbtb18,2024,1808,2540,2668,2577,2275
Gsk3b,2642,2112,3404,2340,3147,2140
Gm20501,0,0,0,0,0,0
Taf1a,240,201,295,128,154,134
Gm5592,0,0,0,0,0,0
Knop1,483,612,456,418,284,188
Mmp21,1,0,0,0,0,0
9030624J02Rik,977,734,1048,591,740,469
Bccip,644,554,616,325,368,288
Adam12,67,20,33,32,22,23
Dhx32,153,160,210,93,112,66
Gm4876,1,0,0,0,0,0
Dusp2,79,25,41,26,21,19
Trmt10a,120,127,155,97,107,50
Omd,7,2,0,3,2,4
Hdc,763,459,637,1057,1134,623
Gabpb1,1295,603,1097,666,965,904
Usp8,2310,1824,2395,1260,1601,1169
Usp50,4,5,5,1,5,1
Trpm7,5058,5594,4757,5276,5241,4532
Sppl2a,2960,2702,2325,2570,2747,2121
Stard7,1798,1174,951,1180,1243,863
Vav3,2368,2207,2169,2230,2516,2088
Sfxn5,232,328,360,557,501,585
Ighv1-19,0,0,0,0,0,0
BC034090,12,10,7,12,7,5
Trav7-2,0,0,0,0,0,0
Obox4-ps15,0,0,0,0,0,0
Emx1,0,0,0,0,0,0
Lrrc14,187,175,230,100,104,54
Usp46os1,0,0,0,0,0,1
Icam1,281,183,309,132,148,63
Htra4,1,3,1,4,5,2
Zfp81,826,763,656,803,1017,645
Atp11b,6493,7192,8504,8322,8645,9259
Tlr9,173,77,89,33,31,9
Cnnm4,501,388,677,299,460,249
Trav4-4-dv10,1,0,0,1,3,0
Gm10320,53,43,74,21,29,3
Hdac9,93,38,50,78,73,66
Gm38060,0,0,0,0,0,0
Hax1,231,207,365,150,162,112
Appl2,466,469,465,387,436,287
Tpm3,1792,1653,2430,2239,2299,1763
4933434E20Rik,945,813,880,749,728,555
Gm38330,0,0,0,0,0,0
Gm38331,0,1,0,1,1,0
Mt2,42,73,225,12,49,16
Mt3,0,0,2,0,0,3
Nudt7,219,229,185,323,309,293
Slc12a3,15,7,3,2,4,2
Mt1,382,453,969,115,284,117
Wdr12,1663,1610,1510,1071,1190,822
Ica1l,21,25,6,4,8,4
Slc9a6,538,531,600,561,509,482
Fthl17c,0,0,0,0,0,0
Ctla4,5,4,1,2,0,2
Olfr292,0,0,0,0,0,0
Cd28,44,23,14,63,48,35
Cdkn1a,390,227,404,132,204,84
Raph1,1129,869,916,1274,1095,1035
Carf,487,479,316,312,484,425
Sncg,0,0,0,0,0,1
Fbxw27,0,0,0,0,0,0
Gm43804,6,3,0,0,0,1
Gm38063,3,0,0,0,0,0
Gm21661,0,0,0,0,0,0
Gm38064,0,0,0,0,0,0
Gm38065,0,0,0,0,0,0
Gm33142,25,16,12,30,8,28
Gm31373,0,0,0,0,0,0
Gm38066,1,7,1,2,4,1
Gm43356,0,0,0,0,0,0
Myeov2,245,280,271,227,241,204
Gm10549,0,0,0,0,0,0
Sardh,24,13,3,7,5,9
Cfap46,1,0,2,1,0,0
Gm43238,0,0,0,0,0,0
Gm43140,12,13,10,21,16,11
Gm43577,14,10,5,14,2,4
Pgk1-ps3,0,0,0,0,0,0
Gm42981,14,3,4,5,15,5
Zfa-ps,6,15,21,9,20,14
Gm43483,18,12,7,12,7,10
Speer4e,0,0,0,0,0,0
Krtap5-3,0,0,0,0,0,0
Gm7350,0,0,0,0,0,0
Nme9,0,1,0,0,0,0
Stk32a,0,0,0,0,0,0
Hepacam,0,0,1,0,0,2
Syt10,0,0,0,0,0,0
Cercam,192,87,131,49,41,36
Pilra,242,592,775,1265,1391,1236
Gm42425,0,0,0,0,0,0
Cep131,189,128,199,116,113,96
Gm43514,7,6,5,9,7,8
Igkv13-82,0,0,0,0,0,0
Gm43847,0,0,0,0,0,0
Gm43130,16,33,17,25,8,6
Vipr2,39,33,15,15,23,23
Mettl20,69,51,84,29,43,29
Gm2964,0,0,0,0,0,0
1700108J01Rik,0,0,0,0,0,0
6330416G13Rik,763,444,517,316,354,270
Ccdc42,0,3,0,0,0,0
Galntl6,2,2,0,0,1,0
Vmn1r90,0,0,0,0,0,0
Fam187a,0,0,0,0,0,0
Tbc1d10b,1279,1024,1848,1261,1542,1098
Gm1587,0,0,0,0,0,0
Gm13375,9,11,17,3,10,9
Prdm10,308,238,366,352,329,269
Cyp2d37-ps,0,0,0,0,0,1
Zfp930,227,274,204,241,254,189
4933436I20Rik,0,0,0,0,0,0
Ptp4a3,483,234,346,207,235,133
D330045A20Rik,8,2,0,3,6,1
Fndc9,0,0,0,0,0,0
Tsks,1,0,2,4,0,0
Ube4a,2483,2054,2866,1845,2159,1478
Olfr268-ps1,0,0,0,0,0,0
Art3,1,15,11,5,6,4
Cldn12,267,81,232,265,218,234
Fam90a1b,2,1,2,1,0,3
Ppp1r3b,404,361,587,566,636,472
Ttc21b,317,155,194,129,143,92
Zc2hc1a,91,34,67,32,16,47
2410016O06Rik,394,354,579,353,434,337
Zfp787,160,115,193,115,108,73
Casc1,29,22,25,59,50,29
Gm37846,0,0,0,0,0,0
Slc25a18,4,0,0,0,0,0
Dusp8,5,2,5,0,0,0
Gm3424,0,0,0,0,0,0
Vmn1r190-ps,0,0,0,0,0,0
Gm7420,0,0,0,0,0,0
Gm2389,0,0,0,0,0,0
Gm15954,2,10,5,3,11,4
Asb12,0,0,3,0,0,0
Gm11627,0,0,0,0,0,0
Zfp691,76,54,78,67,49,32
Tas2r119,0,0,0,0,0,0
Slc25a36,3247,2818,2818,3069,3226,2831
Zcwpw2,8,1,3,0,0,2
Tgfbr2,578,411,652,343,470,314
Eomes,36,8,1,20,4,14
Cyb5d1,229,124,219,123,159,99
Isca1,514,221,408,195,289,164
Setd2,6532,5887,6386,6445,7329,5921
Hspb7,3,3,4,10,0,4
Olfr923,0,0,0,0,0,0
Gm15232,36,65,47,110,122,129
Gm13073,0,0,0,3,1,2
1700095J12Rik,0,0,0,0,0,0
Gm12273,0,0,0,0,0,0
Gm14089,0,0,0,0,0,0
5830444B04Rik,1,0,0,0,0,0
Gm12205,1,0,0,0,0,0
9430091E24Rik,45,40,23,30,31,26
Gm12631,1,0,0,0,0,0
Cacul1,1308,1023,753,815,926,720
Gm14743,0,0,0,0,0,0
Gm29119,0,0,0,0,0,0
Reg3a,0,0,0,0,0,0
Gm14264,0,0,0,0,0,0
Ccdc142,221,153,249,142,181,144
4932429P05Rik,0,0,0,0,0,0
Gm20767,0,0,0,0,0,0
Gm20936,0,0,0,0,0,0
Hist1h3g,1306,633,419,82,697,63
F5,2693,2038,2962,3434,4764,2947
Ctdspl2,2882,3031,2835,2622,3129,2245
Fam109a,62,23,48,25,16,7
Prss53,3,2,15,3,4,4
4930444A19Rik,0,0,0,0,0,0
Gm13275,0,0,0,0,0,0
Gm21832,0,0,0,0,0,0
Gltscr2,933,598,1399,319,551,311
Tssk1,0,0,0,0,0,0
Serpina12,0,0,0,0,0,0
L3mbtl4,0,0,0,0,0,0
Tex40,6,7,4,0,4,0
Gm16286,493,318,520,229,295,515
Rps27rt,2138,2695,2480,2057,2191,1809
Gpd1l,1490,1293,1821,902,1364,844
Pde6a,0,0,0,0,0,0
Ccdc121,0,0,0,0,0,0
Il17b,2,0,0,0,0,0
Pcyox1l,627,383,732,376,348,277
Ubald2,92,75,141,47,57,35
Gm11553,0,0,0,0,0,0
A830035A12Rik,0,0,0,0,0,0
Akap17b,176,172,173,135,95,99
Gfra3,0,0,0,0,0,0
Gm5916,0,0,0,0,0,0
Parvaos,0,0,0,0,0,0
Vmn1r233,0,0,1,0,1,0
BB031773,0,0,0,0,0,0
Gm13184,1,10,7,6,2,4
Abhd11os,0,0,0,0,0,0
Zfp286it,0,0,0,0,0,0
1700109G15Rik,0,0,0,0,0,0
Gm13026,0,0,0,0,0,0
Gm11467,0,0,0,0,0,0
Dusp19,60,45,77,30,28,25
Nckap1,270,138,138,208,151,111
Frzb,0,0,0,0,0,0
Ssfa2,985,842,977,734,756,574
Dnajc10,3166,3185,3036,1287,1699,1295
Itga4,12924,10296,9556,5951,6955,5786
Tmem208,304,272,275,229,246,172
Msh3,1144,981,1043,932,1008,882
Ier5,134,126,169,175,168,133
Gm15373,85,68,53,89,47,61
Tmem2,1542,1634,2790,1959,2677,1889
Txnrd3,113,48,81,30,39,23
Gm11487,0,0,0,0,0,0
Fasl,7,0,4,7,0,7
Gm27195,0,0,0,0,0,0
Pcmtd1,891,1252,1279,1525,1513,1416
Cav3,0,1,0,1,0,0
Gm13083,0,0,0,0,0,0
Olfr1407-ps1,0,0,0,0,0,0
Gm9133,0,0,0,0,0,0
Pilrb2,151,351,287,887,937,841
Gm15087,0,0,0,0,0,0
Pilrb1,147,253,253,604,651,506
Zbtb16,647,277,140,126,122,72
1700058P15Rik,0,2,0,0,0,0
Gm27019,32,32,42,37,18,20
Itpa-ps3,0,0,0,0,0,0
Gm10256,0,0,0,0,0,0
Wsb2-ps,2,3,4,2,1,1
Gm17361,0,0,0,0,0,0
Gm43609,27,47,20,52,40,46
Gm43352,1,0,0,0,0,0
Gm43675,0,0,0,0,0,0
Gm42452,0,0,0,0,0,0
Gnrh1,22,33,23,28,49,24
Trav14d-1,0,0,0,0,0,0
Rps5,7298,5465,6596,3200,4092,2695
Gm10670,0,0,0,0,0,0
Gm1647,0,0,1,0,0,0
Trav7-4,0,0,0,0,0,0
Hist1h4d,4511,3714,8025,2391,2521,2129
Olfr346,0,0,0,0,0,0
Olfr525,0,0,0,0,0,0
Evi2b,540,474,788,151,117,133
Trav4d-3,0,0,0,0,0,0
Hmgcs1,1046,988,1389,1036,1263,796
Amy2a3,0,0,0,0,0,0
Olfr971,0,0,0,0,0,0
Atxn10,1605,1504,1997,1644,2328,1551
Gm38067,336,283,369,314,274,271
Pcdhga5,14,8,17,18,9,3
Gm38068,0,0,0,0,0,0
Sgsm3,14,4,21,0,26,2
8030445P17Rik,0,0,0,0,0,0
2810405F15Rik,0,0,0,0,0,0
Gm38069,0,0,0,0,0,0
Gm38070,45,58,47,52,37,26
Tll1,0,0,0,0,2,0
Gykl1,1,0,0,0,0,0
Gm6673,0,0,0,0,0,0
Gm17641,0,0,0,0,0,0
Gm17104,0,0,0,0,0,0
Gm1818,308,271,281,105,131,131
Vmn1r-ps52,0,0,0,0,0,0
Gm3248,0,0,0,0,0,0
Gm9043,0,0,0,0,0,0
Gm18416,0,0,0,0,0,0
Vmn2r-ps52,0,0,0,0,0,0
Gm20681,1,0,0,0,0,0
Obox4-ps34,0,0,0,0,0,0
Gm29580,0,0,0,0,0,0
Gm28959,0,0,0,0,1,0
Gm43123,0,1,0,0,0,0
Gm28469,0,0,0,0,0,0
Gm43801,0,0,0,0,0,0
Gm28671,0,0,0,0,0,0
Gm29103,3,0,3,1,3,0
Gm36669,0,0,0,0,0,0
Gm42715,3251,2497,3312,2335,2476,1933
Gm20817,0,0,0,0,0,0
Gm42853,0,0,0,0,0,0
Rpp25l,43,18,56,15,28,19
Il5,0,1,0,0,2,0
Lmo1,68,58,125,80,79,90
Slc17a2,0,4,0,0,0,0
Gm28050,0,1,0,0,0,3
Mrpl34,206,110,257,42,72,53
Usp5,1548,978,1640,730,1162,681
Poli,391,316,258,106,248,166
Hdhd3,78,26,83,19,21,11
Fcrla,39,7,8,9,16,8
Gm28043,836,541,831,1078,1147,896
Mos,0,0,0,0,0,0
4930517O19Rik,0,0,0,0,0,0
Sox6,176,56,47,45,115,27
Tas2r144,0,0,0,0,0,0
Prdm15,487,414,566,542,590,412
2310057J18Rik,0,0,0,0,0,0
Pax5,277,67,6,2,3,10
Gm28292,0,0,0,0,0,0
Gm28214,0,0,0,0,0,0
1700052K11Rik,201,182,210,198,181,158
Olfr623,0,0,0,0,0,0
Gm28356,0,0,0,0,0,0
Gm29617,0,0,0,0,0,0
Gm29535,0,0,0,0,0,0
Zfp383,77,67,56,34,33,22
Serpinb2,142,54,38,125,86,28
Olfr833-ps1,0,0,0,0,0,0
Gm37306,15,31,33,67,93,70
Olfr831-ps1,0,0,0,0,0,0
Gm17276,4,0,3,0,0,0
Eed,1088,1021,1055,874,994,852
Gm26834,0,0,0,0,0,0
H2-DMa,501,254,202,117,140,66
AW121686,0,0,0,0,0,0
Gm26835,0,0,0,0,0,0
3110083C13Rik,5,0,3,5,0,2
1700034B16Rik,0,0,0,0,0,0
Folh1,0,0,0,0,0,0
Prkci,865,597,1008,530,738,566
Zfp60,428,498,488,400,458,317
Ccdc90b,251,208,206,108,178,125
Vps13b,8843,7423,8882,10095,10939,8643
Tmem126a,141,149,139,90,72,68
Sytl2,32,6,10,10,4,6
Ccdc83,0,1,0,4,0,1
Gm26836,0,0,0,0,0,0
Gm9918,1,0,0,0,0,0
Galnt12,91,41,36,20,27,19
Defb3,0,0,0,0,0,0
Gm13248,1,0,0,0,0,0
Ypel5,978,1360,1087,908,1321,895
Polr2j,236,168,259,72,76,56
Olfr133,0,0,0,0,0,0
Rwdd4a,630,296,674,190,267,259
Prss47,0,1,0,0,0,4
Zfp493,68,67,63,45,54,51
Vmn1r200,0,0,0,0,0,0
Gm29470,0,0,0,0,0,0
Gm29577,0,0,0,0,0,0
Gm28695,0,0,0,0,0,0
Arntl,225,185,168,66,104,56
Anxa13,0,0,0,0,0,0
Dctd,170,58,183,127,128,94
Fgfr1,174,118,117,42,52,27
Gm8114,0,0,0,0,0,0
A630012P03Rik,0,0,0,0,0,0
Vmn2r120,0,0,0,0,0,0
Clec4e,805,1163,863,793,1115,788
Rcor3,725,710,715,1028,1052,945
9530002B09Rik,0,0,0,0,0,0
Acy1,151,76,87,31,49,34
Muc3,0,0,0,0,0,0
Gabrr2,12,1,2,7,7,4
Frs3,18,1,13,9,3,3
Gm43712,20,15,28,9,20,10
Gm43485,0,0,0,0,2,0
Gm30484,0,0,0,0,0,0
Gm43290,115,135,154,215,208,184
D130052B06Rik,0,0,0,0,0,0
Gm14812,0,0,0,0,0,0
Tspyl4,76,65,46,33,26,18
Asb6,298,241,308,231,219,122
Nt5dc1,583,583,718,643,608,520
Nrtn,5,0,2,0,3,0
Cntn5,0,0,0,0,0,0
1700008H02Rik,0,0,0,0,0,0
Gm43448,0,0,0,0,0,0
Gm42811,0,0,0,0,0,0
4930519E07Rik,0,0,0,0,0,0
Gtf3c2,1737,1447,1820,1135,1317,1094
Gm43800,24,38,13,39,48,42
Gm42473,50,67,65,67,64,42
Akr1cl,0,0,0,0,0,0
Mettl21a,141,90,140,87,76,55
Idh1,2220,2157,962,1845,2121,1648
Crygc,0,0,0,0,0,0
Klf7,1091,1682,2085,2250,2958,2161
Creb1,4589,4422,5022,5289,5381,1521
Hirip3,389,247,350,197,230,143
Gm42674,0,0,0,0,0,0
E430021H15Rik,301,294,268,411,428,347
Gm42913,16,22,31,17,15,19
Gm42454,0,0,0,0,0,0
Gm43536,0,0,0,0,0,0
Gm42436,59,110,81,174,225,173
Gm43815,64,63,67,50,48,46
Gm42703,0,0,0,0,0,0
Gm43714,0,2,0,0,0,2
Gja10,0,1,1,2,1,0
Rai1,843,549,841,521,382,509
Zfp954,364,298,344,174,204,145
Scfd2,622,427,651,357,406,323
Gm38071,33,4,4,25,26,13
Gm38072,0,0,0,0,0,0
Gm38073,0,0,0,0,0,0
Ighv1-6,2,0,0,0,0,0
Gm33819,0,0,0,0,0,0
Aifm1,804,738,913,356,480,328
Nfkbid,289,257,429,368,361,248
Gm38074,0,0,1,0,1,1
Ighv12-1,0,0,0,0,0,0
Gm21366,0,0,0,0,0,0
Git1,652,346,601,325,354,236
C8b,0,0,0,0,0,0
Hsph1,547,323,637,357,469,292
Arc,1,3,0,0,2,0
N4bp2l2,2758,2791,2261,3463,3620,3003
Cep97,776,546,669,366,418,306
Slc46a3,64,17,31,28,14,16
Ptk2,103,50,43,78,54,49
Wdr95,0,1,0,0,0,2
Medag,4,2,4,6,7,1
P3h2,53,15,36,21,19,14
Liph,6,1,17,4,11,10
Atg5,748,931,878,736,1086,699
Plekhg6,1,0,1,0,0,0
1700022A21Rik,0,0,0,0,0,0
Gm13212,1087,1731,1212,1648,1857,1433
Chmp6,217,146,214,90,128,76
Cdh9,0,0,0,0,0,0
Rnf41,715,611,813,592,655,462
Baiap2,205,149,172,128,121,115
Aatk,1309,888,1545,1105,1140,796
Nabp2,239,226,409,140,143,88
Enthd2,126,155,252,103,73,108
Ehmt2,2115,1176,2216,755,874,551
Fndc1,0,5,3,1,1,1
Cga,0,0,0,0,0,0
Slc47a2,2,0,0,0,0,0
Akirin2,796,643,923,696,828,558
Slc35a1,219,189,255,165,169,143
Rars2,701,589,676,434,430,348
Smim8,29,130,146,23,20,64
1700003M02Rik,1,0,0,0,0,0
Fam26f,13,13,17,11,3,7
Glt1d1,103,108,124,174,143,87
Skint9,0,0,0,0,0,0
Gm9871,0,0,0,0,0,0
Gm42603,394,636,534,1292,1353,1126
Epx,803,302,295,152,265,167
Ndufaf2,15,8,7,6,10,7
Gm10234,0,0,0,0,0,0
AY512915,0,0,0,0,0,0
Olfr203,0,0,0,0,0,0
Gm42956,0,0,0,0,0,0
2900002M20Rik,0,0,0,0,0,0
Gm12290,0,0,0,0,0,0
1700003G18Rik,0,0,0,6,1,2
5330434G04Rik,1,0,0,0,0,0
A230059L01Rik,0,0,1,0,0,0
Gm15050,0,2,0,0,1,0
4930419G24Rik,0,0,0,0,0,0
Olfr465-ps1,0,0,0,0,0,0
Gm12246,6,12,7,15,9,10
Gm13028,0,0,0,0,0,0
Gm36468,0,0,0,0,0,0
Gm4430,36,9,36,18,35,19
Ighv12-3,4,5,0,0,0,0
Lrit3,0,1,0,0,0,0
Map3k5,1710,1510,2031,2140,2334,1738
Ighv6-3,2,1,1,0,2,0
Olfr802,0,0,0,0,0,0
Mcam,57,149,287,145,213,100
Muc16,0,0,0,0,0,0
Gm10330,1,0,0,0,0,0
Mcpt9,0,0,0,0,0,0
Gsdmcl2,0,0,0,0,0,0
Ighv13-2,0,0,0,0,0,0
Ighv3-6,1,0,0,0,2,2
AI849053,0,0,0,0,0,0
Tbx5,0,0,0,0,0,0
Gm26891,0,0,0,0,0,0
Dcc,2,1,0,2,0,0
Ppp2r5b,139,71,106,73,124,68
Cdkn2b,1,0,0,1,0,0
